reference,https://zenodo.org/records/3949553,,,
comment,Combined hydro basin and RoR weighted by capacity of each plant CON assumedsame as ULS,,,
nodes,CON,LEI,MUN,ULS
techs,hydropower,hydropower,hydropower,hydropower
parameters,source_use_equals,source_use_equals,source_use_equals,source_use_equals
timesteps,,,,
2016/01/07 05:00,0.888492802,1,1,0.888492802
2016/01/07 06:00,0.886223844,1,1,0.886223844
2016/01/07 07:00,0.885601735,1,1,0.885601735
2016/01/07 08:00,0.885853696,1,1,0.885853696
2016/01/07 09:00,0.886193202,1,1,0.886193202
2016/01/07 10:00,0.886709449,1,1,0.886709449
2016/01/07 11:00,0.887474443,1,1,0.887474443
2016/01/07 12:00,0.888318518,1,1,0.888318518
2016/01/07 13:00,0.88998118,1,1,0.88998118
2016/01/07 14:00,0.898071311,1,1,0.898071311
2016/01/07 15:00,0.894287541,1,1,0.894287541
2016/01/07 16:00,0.890724505,1,1,0.890724505
2016/01/07 17:00,0.889486019,1,1,0.889486019
2016/01/07 18:00,0.889739274,1,1,0.889739274
2016/01/07 19:00,0.890146456,1,1,0.890146456
2016/01/07 20:00,0.890946009,1,1,0.890946009
2016/01/07 21:00,0.891171975,1,1,0.891171975
2016/01/07 22:00,0.908377288,1,1,0.908377288
2016/01/07 23:00,0.904803427,1,1,0.904803427
2016/01/08 00:00,0.896245195,1,1,0.896245195
2016/01/08 01:00,0.893125811,1,1,0.893125811
2016/01/08 02:00,0.893310824,1,1,0.893310824
2016/01/08 03:00,0.894203629,1,1,0.894203629
2016/01/08 04:00,0.897142735,1,1,0.897142735
2016/01/08 05:00,0.903895914,1,1,0.903895914
2016/01/08 06:00,0.91263092,1,1,0.91263092
2016/01/08 07:00,0.917228058,1,1,0.917228058
2016/01/08 08:00,0.916938949,1,1,0.916938949
2016/01/08 09:00,0.912971841,1,1,0.912971841
2016/01/08 10:00,0.911291229,1,1,0.911291229
2016/01/08 11:00,0.912573265,1,1,0.912573265
2016/01/08 12:00,0.916656636,1,1,0.916656636
2016/01/08 13:00,0.918903021,1,1,0.918903021
2016/01/08 14:00,0.91485076,1,1,0.91485076
2016/01/08 15:00,0.905561074,1,1,0.905561074
2016/01/08 16:00,0.902802909,1,1,0.902802909
2016/01/08 17:00,0.900591023,1,1,0.900591023
2016/01/08 18:00,0.899349865,1,1,0.899349865
2016/01/08 19:00,0.899590127,1,1,0.899590127
2016/01/08 20:00,0.901047103,1,1,0.901047103
2016/01/08 21:00,0.900715447,1,1,0.900715447
2016/01/08 22:00,0.9005148,1,1,0.9005148
2016/01/08 23:00,0.901101781,1,1,0.901101781
2016/01/09 00:00,0.900772291,1,1,0.900772291
2016/01/09 01:00,0.900529999,1,1,0.900529999
2016/01/09 02:00,0.900752312,1,1,0.900752312
2016/01/09 03:00,0.900752312,1,1,0.900752312
2016/01/09 04:00,0.900951008,1,1,0.900951008
2016/01/09 05:00,0.900928994,1,1,0.900928994
2016/01/09 06:00,0.900923695,1,1,0.900923695
2016/01/09 07:00,0.903982198,1,1,0.903982198
2016/01/09 08:00,0.915714797,1,1,0.915714797
2016/01/09 09:00,0.966415837,1,1,0.966415837
2016/01/09 10:00,1,1,1,1
2016/01/09 11:00,0.989385959,1,1,0.989385959
2016/01/09 12:00,0.937211596,1,1,0.937211596
2016/01/09 13:00,0.909759265,1,1,0.909759265
2016/01/09 14:00,0.904274864,1,1,0.904274864
2016/01/09 15:00,0.903398668,1,1,0.903398668
2016/01/09 16:00,0.90338327,1,1,0.90338327
2016/01/09 17:00,0.902030835,1,1,0.902030835
2016/01/09 18:00,0.902042493,1,1,0.902042493
2016/01/09 19:00,0.903052625,1,1,0.903052625
2016/01/09 20:00,0.904301076,1,1,0.904301076
2016/01/09 21:00,0.905354367,1,1,0.905354367
2016/01/09 22:00,0.905040845,1,1,0.905040845
2016/01/09 23:00,0.904094372,1,1,0.904094372
2016/01/10 00:00,0.904419375,1,1,0.904419375
2016/01/10 01:00,0.903777157,1,1,0.903777157
2016/01/10 02:00,0.903131894,1,1,0.903131894
2016/01/10 03:00,0.902858829,1,1,0.902858829
2016/01/10 04:00,0.902536721,1,1,0.902536721
2016/01/10 05:00,0.902454574,1,1,0.902454574
2016/01/10 06:00,0.902383467,1,1,0.902383467
2016/01/10 07:00,0.903327909,1,1,0.903327909
2016/01/10 08:00,0.902278074,1,1,0.902278074
2016/01/10 09:00,0.901537682,1,1,0.901537682
2016/01/10 10:00,0.901537682,1,1,0.901537682
2016/01/10 11:00,0.901744903,1,1,0.901744903
2016/01/10 12:00,0.901592944,1,1,0.901592944
2016/01/10 13:00,0.901449817,1,1,0.901449817
2016/01/10 14:00,0.901396834,1,1,0.901396834
2016/01/10 15:00,0.901108854,1,1,0.901108854
2016/01/10 16:00,0.901050415,1,1,0.901050415
2016/01/10 17:00,0.900980394,1,1,0.900980394
2016/01/10 18:00,0.90041739,1,1,0.90041739
2016/01/10 19:00,0.900857358,1,1,0.900857358
2016/01/10 20:00,0.900854094,1,1,0.900854094
2016/01/10 21:00,0.900530018,1,1,0.900530018
2016/01/10 22:00,0.900530018,1,1,0.900530018
2016/01/10 23:00,0.900530018,1,1,0.900530018
2016/01/11 00:00,0.900376432,1,1,0.900376432
2016/01/11 01:00,0.900020528,1,1,0.900020528
2016/01/11 02:00,0.899832555,1,1,0.899832555
2016/01/11 03:00,0.899607384,1,1,0.899607384
2016/01/11 04:00,0.898812464,1,1,0.898812464
2016/01/11 05:00,0.898812464,1,1,0.898812464
2016/01/11 06:00,0.898905105,1,1,0.898905105
2016/01/11 07:00,0.90989253,1,1,0.90989253
2016/01/11 08:00,0.902135562,1,1,0.902135562
2016/01/11 09:00,0.899996739,1,1,0.899996739
2016/01/11 10:00,0.899991173,1,1,0.899991173
2016/01/11 11:00,0.906954842,1,1,0.906954842
2016/01/11 12:00,0.915793216,1,1,0.915793216
2016/01/11 13:00,0.907824409,1,1,0.907824409
2016/01/11 14:00,0.90387087,1,1,0.90387087
2016/01/11 15:00,0.901362198,1,1,0.901362198
2016/01/11 16:00,0.899653,1,1,0.899653
2016/01/11 17:00,0.900518696,1,1,0.900518696
2016/01/11 18:00,0.900035341,1,1,0.900035341
2016/01/11 19:00,0.900477004,1,1,0.900477004
2016/01/11 20:00,0.900701918,1,1,0.900701918
2016/01/11 21:00,0.899732072,1,1,0.899732072
2016/01/11 22:00,0.899038555,1,1,0.899038555
2016/01/11 23:00,0.898972568,1,1,0.898972568
2016/01/12 00:00,0.8995841,1,1,0.8995841
2016/01/12 01:00,0.900815002,1,1,0.900815002
2016/01/12 02:00,0.910443102,1,1,0.910443102
2016/01/12 03:00,0.904658423,1,1,0.904658423
2016/01/12 04:00,0.904273881,1,1,0.904273881
2016/01/12 05:00,0.903942419,1,1,0.903942419
2016/01/12 06:00,0.902317997,1,1,0.902317997
2016/01/12 07:00,0.962853136,1,1,0.962853136
2016/01/12 08:00,0.942230215,1,1,0.942230215
2016/01/12 09:00,0.927481539,1,1,0.927481539
2016/01/12 10:00,0.915551423,1,1,0.915551423
2016/01/12 11:00,0.905240148,1,1,0.905240148
2016/01/12 12:00,0.905653074,1,1,0.905653074
2016/01/12 13:00,0.90691541,1,1,0.90691541
2016/01/12 14:00,0.917698646,1,1,0.917698646
2016/01/12 15:00,0.896139548,1,1,0.896139548
2016/01/12 16:00,0.894156043,1,1,0.894156043
2016/01/12 17:00,0.893447129,1,1,0.893447129
2016/01/12 18:00,0.89571241,1,1,0.89571241
2016/01/12 19:00,0.894880133,1,1,0.894880133
2016/01/12 20:00,0.89514051,1,1,0.89514051
2016/01/12 21:00,0.894408868,1,1,0.894408868
2016/01/12 22:00,0.893249182,1,1,0.893249182
2016/01/12 23:00,0.893171002,1,1,0.893171002
2016/01/13 00:00,0.892736721,1,1,0.892736721
2016/01/13 01:00,0.892176919,1,1,0.892176919
2016/01/13 02:00,0.892908333,1,1,0.892908333
2016/01/13 03:00,0.892273266,1,1,0.892273266
2016/01/13 04:00,0.891922127,1,1,0.891922127
2016/01/13 05:00,0.891684453,1,1,0.891684453
2016/01/13 06:00,0.891931724,1,1,0.891931724
2016/01/13 07:00,0.893161099,1,1,0.893161099
2016/01/13 08:00,0.891790744,1,1,0.891790744
2016/01/13 09:00,0.891782895,1,1,0.891782895
2016/01/13 10:00,0.892338035,1,1,0.892338035
2016/01/13 11:00,0.893286374,1,1,0.893286374
2016/01/13 12:00,0.896048517,1,1,0.896048517
2016/01/13 13:00,0.895232897,1,1,0.895232897
2016/01/13 14:00,0.893233108,1,1,0.893233108
2016/01/13 15:00,0.894482887,1,1,0.894482887
2016/01/13 16:00,0.890787346,1,1,0.890787346
2016/01/13 17:00,0.889703696,1,1,0.889703696
2016/01/13 18:00,0.888691965,1,1,0.888691965
2016/01/13 19:00,0.906421814,1,1,0.906421814
2016/01/13 20:00,0.897648209,1,1,0.897648209
2016/01/13 21:00,0.89091228,1,1,0.89091228
2016/01/13 22:00,0.889027249,1,1,0.889027249
2016/01/13 23:00,0.887860813,1,1,0.887860813
2016/01/14 00:00,0.887060287,1,1,0.887060287
2016/01/14 01:00,0.886839518,1,1,0.886839518
2016/01/14 02:00,0.88717232,1,1,0.88717232
2016/01/14 03:00,0.887314114,1,1,0.887314114
2016/01/14 04:00,0.887243566,1,1,0.887243566
2016/01/14 05:00,0.885218069,1,1,0.885218069
2016/01/14 06:00,0.884740602,1,1,0.884740602
2016/01/14 07:00,0.88445822,1,1,0.88445822
2016/01/14 08:00,0.884147455,1,1,0.884147455
2016/01/14 09:00,0.883805847,1,1,0.883805847
2016/01/14 10:00,0.8829532,1,1,0.8829532
2016/01/14 11:00,0.882827448,1,1,0.882827448
2016/01/14 12:00,0.882597337,1,1,0.882597337
2016/01/14 13:00,0.883318901,1,1,0.883318901
2016/01/14 14:00,0.884043856,1,1,0.884043856
2016/01/14 15:00,0.883448156,1,1,0.883448156
2016/01/14 16:00,0.881719467,1,1,0.881719467
2016/01/14 17:00,0.880983112,1,1,0.880983112
2016/01/14 18:00,0.880730026,1,1,0.880730026
2016/01/14 19:00,0.880283398,1,1,0.880283398
2016/01/14 20:00,0.881562175,1,1,0.881562175
2016/01/14 21:00,0.880608193,1,1,0.880608193
2016/01/14 22:00,0.881220617,1,1,0.881220617
2016/01/14 23:00,0.883443043,1,1,0.883443043
2016/01/15 00:00,0.884658001,1,1,0.884658001
2016/01/15 01:00,0.884817135,1,1,0.884817135
2016/01/15 02:00,0.882526166,1,1,0.882526166
2016/01/15 03:00,0.88543036,1,1,0.88543036
2016/01/15 04:00,0.880320997,1,1,0.880320997
2016/01/15 05:00,0.880004041,1,1,0.880004041
2016/01/15 06:00,0.879746314,1,1,0.879746314
2016/01/15 07:00,0.87847558,1,1,0.87847558
2016/01/15 08:00,0.87924425,1,1,0.87924425
2016/01/15 09:00,0.877963137,1,1,0.877963137
2016/01/15 10:00,0.875770805,1,1,0.875770805
2016/01/15 11:00,0.879549717,1,1,0.879549717
2016/01/15 12:00,0.887288428,1,1,0.887288428
2016/01/15 13:00,0.890855198,1,1,0.890855198
2016/01/15 14:00,0.893740547,1,1,0.893740547
2016/01/15 15:00,0.888141389,1,1,0.888141389
2016/01/15 16:00,0.885974788,1,1,0.885974788
2016/01/15 17:00,0.875913055,1,1,0.875913055
2016/01/15 18:00,0.87262125,1,1,0.87262125
2016/01/15 19:00,0.871700292,1,1,0.871700292
2016/01/15 20:00,0.871528145,1,1,0.871528145
2016/01/15 21:00,0.870746419,1,1,0.870746419
2016/01/15 22:00,0.869949763,1,1,0.869949763
2016/01/15 23:00,0.869797065,1,1,0.869797065
2016/01/16 00:00,0.869792169,1,1,0.869792169
2016/01/16 01:00,0.869161985,1,1,0.869161985
2016/01/16 02:00,0.868541003,1,1,0.868541003
2016/01/16 03:00,0.868402795,1,1,0.868402795
2016/01/16 04:00,0.86790612,1,0.999703777,0.86790612
2016/01/16 05:00,0.867788942,1,0.997668802,0.867788942
2016/01/16 06:00,0.86727552,1,0.996488716,0.86727552
2016/01/16 07:00,0.892253639,1,1,0.892253639
2016/01/16 08:00,0.896721286,1,1,0.896721286
2016/01/16 09:00,0.895315674,1,1,0.895315674
2016/01/16 10:00,0.903084136,1,1,0.903084136
2016/01/16 11:00,0.899886636,1,1,0.899886636
2016/01/16 12:00,0.883079391,1,1,0.883079391
2016/01/16 13:00,0.876329143,1,1,0.876329143
2016/01/16 14:00,0.876596194,1,1,0.876596194
2016/01/16 15:00,0.875782475,1,1,0.875782475
2016/01/16 16:00,0.877524402,1,1,0.877524402
2016/01/16 17:00,0.873375363,1,1,0.873375363
2016/01/16 18:00,0.873068647,1,1,0.873068647
2016/01/16 19:00,0.866084125,1,1,0.866084125
2016/01/16 20:00,0.865816457,1,1,0.865816457
2016/01/16 21:00,0.864420115,1,1,0.864420115
2016/01/16 22:00,0.862799794,1,0.996411497,0.862799794
2016/01/16 23:00,0.862025142,1,0.999349392,0.862025142
2016/01/17 00:00,0.861394141,1,0.999707557,0.861394141
2016/01/17 01:00,0.860556432,1,1,0.860556432
2016/01/17 02:00,0.859460711,1,1,0.859460711
2016/01/17 03:00,0.859180307,1,1,0.859180307
2016/01/17 04:00,0.858167812,1,1,0.858167812
2016/01/17 05:00,0.858145166,1,0.996758861,0.858145166
2016/01/17 06:00,0.858121415,1,0.995003783,0.858121415
2016/01/17 07:00,0.860069196,1,0.996956986,0.860069196
2016/01/17 08:00,0.85979476,1,0.993087622,0.85979476
2016/01/17 09:00,0.859574537,1,0.993177572,0.859574537
2016/01/17 10:00,0.8612908,1,0.999078172,0.8612908
2016/01/17 11:00,0.864102743,1,1,0.864102743
2016/01/17 12:00,0.864770519,1,1,0.864770519
2016/01/17 13:00,0.866302646,1,1,0.866302646
2016/01/17 14:00,0.86625737,1,1,0.86625737
2016/01/17 15:00,0.868721638,1,0.992591757,0.868721638
2016/01/17 16:00,0.879531257,1,0.990682271,0.879531257
2016/01/17 17:00,0.903338438,1,0.988345798,0.903338438
2016/01/17 18:00,0.931191907,1,0.985108124,0.931191907
2016/01/17 19:00,0.945040068,1,0.984955939,0.945040068
2016/01/17 20:00,0.989294489,1,0.981440244,0.989294489
2016/01/17 21:00,0.992570204,1,0.980553389,0.992570204
2016/01/17 22:00,0.944333142,1,0.980301692,0.944333142
2016/01/17 23:00,0.947320323,1,0.980143799,0.947320323
2016/01/18 00:00,0.938914501,1,0.979766561,0.938914501
2016/01/18 01:00,0.929158932,1,0.9781403,0.929158932
2016/01/18 02:00,0.919701889,1,0.977815315,0.919701889
2016/01/18 03:00,0.900762627,1,0.977957128,0.900762627
2016/01/18 04:00,0.883147245,1,0.976964482,0.883147245
2016/01/18 05:00,0.869484915,1,0.976064355,0.869484915
2016/01/18 06:00,0.864999732,1,0.975258623,0.864999732
2016/01/18 07:00,0.869870951,1,0.974217683,0.869870951
2016/01/18 08:00,0.861099787,1,0.97407298,0.861099787
2016/01/18 09:00,0.857789792,1,0.973971859,0.857789792
2016/01/18 10:00,0.856896368,1,0.974772389,0.856896368
2016/01/18 11:00,0.85723017,1,0.974554797,0.85723017
2016/01/18 12:00,0.857984365,1,0.976130459,0.857984365
2016/01/18 13:00,0.858026326,1,0.97868177,0.858026326
2016/01/18 14:00,0.854623699,1,0.981616173,0.854623699
2016/01/18 15:00,0.853863362,1,0.98471532,0.853863362
2016/01/18 16:00,0.848172101,1,0.990565418,0.848172101
2016/01/18 17:00,0.84476927,1,0.99984161,0.84476927
2016/01/18 18:00,0.841915393,1,0.994863041,0.841915393
2016/01/18 19:00,0.843224403,1,0.996208401,0.843224403
2016/01/18 20:00,0.844886364,1,0.971249484,0.844886364
2016/01/18 21:00,0.847158695,1,0.967515974,0.847158695
2016/01/18 22:00,0.849090322,1,0.966869008,0.849090322
2016/01/18 23:00,0.84871773,1,0.966109631,0.84871773
2016/01/19 00:00,0.845795155,1,0.96537785,0.845795155
2016/01/19 01:00,0.843442787,1,0.965145559,0.843442787
2016/01/19 02:00,0.839839794,1,0.965742632,0.839839794
2016/01/19 03:00,0.839283264,1,0.967031897,0.839283264
2016/01/19 04:00,0.83819938,1,0.970514795,0.83819938
2016/01/19 05:00,0.838075558,1,0.968350081,0.838075558
2016/01/19 06:00,0.838311563,1,0.969426422,0.838311563
2016/01/19 07:00,0.836092118,1,0.978277872,0.836092118
2016/01/19 08:00,0.834943803,1,0.970065576,0.834943803
2016/01/19 09:00,0.834475716,1,0.967058901,0.834475716
2016/01/19 10:00,0.834983603,1,0.965683911,0.834983603
2016/01/19 11:00,0.835251855,1,0.964426798,0.835251855
2016/01/19 12:00,0.837625412,1,1,0.837625412
2016/01/19 13:00,0.838991431,1,1,0.838991431
2016/01/19 14:00,0.838105884,1,1,0.838105884
2016/01/19 15:00,0.837368111,1,1,0.837368111
2016/01/19 16:00,0.831541661,1,1,0.831541661
2016/01/19 17:00,0.827314512,1,1,0.827314512
2016/01/19 18:00,0.827922831,1,1,0.827922831
2016/01/19 19:00,0.827246503,1,1,0.827246503
2016/01/19 20:00,0.827015705,1,0.982644521,0.827015705
2016/01/19 21:00,0.825264361,1,1,0.825264361
2016/01/19 22:00,0.826393031,1,1,0.826393031
2016/01/19 23:00,0.824834782,1,0.997215195,0.824834782
2016/01/20 00:00,0.824427681,1,1,0.824427681
2016/01/20 01:00,0.82339355,1,0.98121291,0.82339355
2016/01/20 02:00,0.823204405,1,0.980557063,0.823204405
2016/01/20 03:00,0.822673637,1,1,0.822673637
2016/01/20 04:00,0.822575674,1,0.974490867,0.822575674
2016/01/20 05:00,0.822234582,1,0.989610326,0.822234582
2016/01/20 06:00,0.821367275,1,0.972342372,0.821367275
2016/01/20 07:00,0.820950371,1,0.950684615,0.820950371
2016/01/20 08:00,0.820139367,1,0.948862723,0.820139367
2016/01/20 09:00,0.819712705,1,0.949181051,0.819712705
2016/01/20 10:00,0.819169233,1,0.949447257,0.819169233
2016/01/20 11:00,0.819236607,1,0.950206717,0.819236607
2016/01/20 12:00,0.820753257,1,0.957468437,0.820753257
2016/01/20 13:00,0.820756392,1,0.960515244,0.820756392
2016/01/20 14:00,0.820314277,1,0.962113549,0.820314277
2016/01/20 15:00,0.819960133,1,0.966626166,0.819960133
2016/01/20 16:00,0.819044903,1,0.968309028,0.819044903
2016/01/20 17:00,0.818615218,1,1,0.818615218
2016/01/20 18:00,0.816557055,1,1,0.816557055
2016/01/20 19:00,0.81653241,1,1,0.81653241
2016/01/20 20:00,0.816174599,1,1,0.816174599
2016/01/20 21:00,0.817820099,1,0.983796933,0.817820099
2016/01/20 22:00,0.823481837,1,1,0.823481837
2016/01/20 23:00,0.842546482,1,1,0.842546482
2016/01/21 00:00,0.879138745,1,1,0.879138745
2016/01/21 01:00,0.924132551,1,1,0.924132551
2016/01/21 02:00,0.899334152,1,1,0.899334152
2016/01/21 03:00,0.863216772,1,1,0.863216772
2016/01/21 04:00,0.850106203,1,1,0.850106203
2016/01/21 05:00,0.8681196,1,0.974390961,0.8681196
2016/01/21 06:00,0.859735644,1,0.962425375,0.859735644
2016/01/21 07:00,0.819697831,1,0.955175893,0.819697831
2016/01/21 08:00,0.825602484,1,0.952910035,0.825602484
2016/01/21 09:00,0.842359522,1,0.963035539,0.842359522
2016/01/21 10:00,0.826664199,1,1,0.826664199
2016/01/21 11:00,0.812522703,1,1,0.812522703
2016/01/21 12:00,0.811289544,1,0.956311371,0.811289544
2016/01/21 13:00,0.810701912,1,0.941173954,0.810701912
